date,country,continent,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
March 2021,Canada,North America,870033,3530,30430,22017,23
March 2021,Caribbean Netherlands,North America,429,0,23,4,0
March 2021,Cayman Islands,North America,447,3,30,2,0
March 2021,Central African Republic,Africa,5004,0,21,63,0
March 2021,Chad,Africa,3986,13,366,140,0
March 2021,Channel Islands,Europe,4038,0,24,86,0
March 2021,Chile,South America,829770,4145,24897,20660,88
March 2021,China Hong Kong Sar,Asia,11020,14,273,200,1
March 2021,China Macao Sar,Asia,48,0,1,,
March 2021,China,South America,89912,19,210,4636,0
March 2021,Colombia,South America,2255260,3570,43761,59866,100
March 2021,Comoros,Africa,3578,7,103,144,0
March 2021,Congo,Africa,8820,0,1673,128,0
March 2021,Costa Rica,North America,205086,180,20423,2812,6
March 2021,Cote D Ivoire,Africa,32791,37,886,193,1
March 2021,Croatia,Europe,243064,91,2892,5537,11
March 2021,Cuba,North America,50590,811,4160,324,2
March 2021,Curacao,North America,4731,1,64,22,0
March 2021,Cyprus,Asia,35009,302,4471,231,0
March 2021,Czech Republic,Europe,1240689,4594,103038,20984,183
March 2021,Democratic Republic Of The Congo,Africa,25962,49,6304,707,0
March 2021,Denmark,Europe,211692,497,6810,2365,4
March 2021,Djibouti,Africa,6087,21,126,63,0
March 2021,Dominica,North America,144,2,14,,
March 2021,Dominican Republic,North America,239998,381,44814,3106,6
March 2021,Ecuador,South America,286367,212,12946,25523,20
March 2021,Egypt,Africa,183010,586,30927,10736,48
March 2021,El Salvador,North America,60337,156,2426,1860,6
March 2021,Equatorial Guinea,Africa,6095,90,371,92,1
March 2021,Eritrea,Africa,2866,19,598,7,0
March 2021,Estonia,Europe,66626,1026,15925,598,9
March 2021,Ethiopia,Africa,159972,900,22422,2373,8
March 2021,Faeroe Islands,Europe,658,0,0,1,0
March 2021,Falkland Islands Malvinas,South America,54,0,8,,
March 2021,Fiji,Australia/Oceania,59,0,3,2,0
March 2021,Finland,Europe,58064,392,11314,750,8
March 2021,France,Europe,3529169,4413,375785,86890,404
March 2021,French Guiana,South America,16627,0,6547,85,0
March 2021,French Polynesia,Australia/Oceania,18414,27,13433,139,0
March 2021,Gabon,Africa,14849,285,1474,87,4
March 2021,Gambia,Africa,4735,23,473,151,1
March 2021,Georgia,Asia,270918,160,1875,3520,10
March 2021,Germany,Europe,2455569,5207,129145,70924,237
March 2021,Ghana,Africa,84023,0,5444,607,0
March 2021,Gibraltar,Europe,4239,0,21,93,0
March 2021,Greece,Europe,192270,1170,20018,6534,30
March 2021,Greenland,North America,30,0,0,,
March 2021,Grenada,North America,148,0,0,1,
March 2021,Guadeloupe,North America,9746,0,7345,159,0
March 2021,Guatemala,North America,174653,111,6435,6402,9
March 2021,Guinea Bissau,Africa,3262,0,601,48,0
March 2021,Guinea,Africa,16005,13,999,89,0
March 2021,Guyana,South America,8595,10,405,197,2
March 2021,Haiti,North America,12493,45,2480,250,1
March 2021,Holy See,Europe,27,0,12,,
March 2021,Honduras,North America,170304,550,99640,4151,10
March 2021,Hungary,Europe,432925,4326,94911,15058,84
March 2021,Iceland,Europe,6054,5,13,29,0
March 2021,India,Asia,11123619,11563,168665,158396,80
March 2021,Indonesia,Asia,1341314,6680,153074,36325,159
March 2021,Iran,Asia,1639679,8510,179564,60181,108
March 2021,Iraq,Asia,699088,3599,46021,13428,22
March 2021,Ireland,Europe,220273,681,24970,4319,0
March 2021,Isle Of Man,Europe,486,2,50,25,0
March 2021,Israel,Asia,779958,4151,38348,5760,8
March 2021,Italy,Europe,2948627,13094,402970,97947,247
March 2021,Jamaica,North America,23599,336,9672,425,3
March 2021,Japan,Asia,432773,1033,14282,7887,27
March 2021,Jordan,Asia,397158,6068,41175,4727,26
March 2021,Kazakhstan,Asia,213431,622,14266,2276,7
March 2021,Kenya,Africa,106125,152,-12669,1859,3
March 2021,Kuwait,Asia,192031,1179,10791,1085,2
March 2021,Kyrgyzstan,Asia,86251,22,1575,1466,2
March 2021,Laos,Asia,45,0,3,0,
March 2021,Latvia,Europe,86458,272,9582,1621,3
March 2021,Lebanon,Asia,376938,1888,77925,4743,51
March 2021,Lesotho,Africa,10495,4,6432,295,3
March 2021,Liberia,Africa,2014,0,45,85,0
March 2021,Libya,Africa,134127,789,10801,2210,31
March 2021,Liechtenstein,Europe,2575,8,37,54,0
March 2021,Lithuania,Europe,199399,244,11295,3256,10
March 2021,Luxembourg,Europe,55480,45,2822,639,1
March 2021,Macedonia,Europe,103020,233,8369,3144,7
March 2021,Madagascar,Africa,19831,0,238,297,0
March 2021,Malawi,Africa,32008,63,11447,1048,4
March 2021,Malaysia,Asia,302580,1828,25542,1135,5
March 2021,Maldives,Asia,19979,186,2574,62,0
March 2021,Mali,Africa,8390,14,1627,355,2
March 2021,Malta,Europe,22657,175,2678,316,1
March 2021,Marshall Islands,Australia/Oceania,4,0,0,,
March 2021,Martinique,North America,6687,0,6544,45,0
March 2021,Mauritania,Africa,17217,10,193,441,0
March 2021,Mauritius,Africa,613,3,15,10,0
March 2021,Mayotte,Africa,17600,739,14526,110,1
March 2021,Mexico,North America,2086938,2810,247692,205346,541
March 2021,Micronesia,Australia/Oceania,1,0,0,,
March 2021,Moldova,Europe,186447,994,15639,3975,26
March 2021,Monaco,Europe,1965,9,221,24,0
March 2021,Mongolia,Asia,2952,45,651,2,0
March 2021,Montenegro,Europe,76283,449,8558,1015,12
March 2021,Montserrat,North America,20,0,6,1,
March 2021,Morocco,Africa,483766,112,5784,8637,14
March 2021,Mozambique,Africa,59607,257,17541,653,12
March 2021,Myanmar,Asia,141916,20,7230,3199,0
March 2021,Namibia,Africa,39033,188,2270,428,4
March 2021,Nepal,Asia,274216,73,736,3009,3
March 2021,Netherlands,Europe,1092452,3762,117677,15584,21
March 2021,New Caledonia,Australia/Oceania,58,0,3,,
March 2021,New Zealand,Australia/Oceania,2378,2,67,26,0
March 2021,Nicaragua,North America,6445,0,2047,173,0
March 2021,Niger,Africa,4740,0,318,172,0
March 2021,Nigeria,Africa,156017,360,20198,1915,8
March 2021,Norway,Europe,71735,729,5098,623,1
March 2021,Oman,Asia,141808,312,7546,1577,7
March 2021,Pakistan,Asia,581365,1392,22098,12896,36
March 2021,Panama,North America,341420,505,8245,5858,13
March 2021,Papua New Guinea,Australia/Oceania,1365,90,505,14,2
March 2021,Paraguay,South America,160448,974,22858,3198,17
March 2021,Peru,South America,1332939,3134,,124459,509
March 2021,Philippines,Asia,578375,2031,31734,12322,4
March 2021,Poland,Europe,1711771,4785,237118,43792,23
March 2021,Portugal,Europe,804956,394,68370,16351,34
March 2021,Qatar,Asia,164137,473,9817,259,1
March 2021,Reunion,Africa,12416,0,1094,52,0
March 2021,Romania,Europe,804090,2096,39558,23061,89
March 2021,Russia,Europe,4257650,11571,348121,86455,333
March 2021,Rwanda,Africa,18986,136,1400,264,3
March 2021,Saint Barthelemy,North America,573,0,110,1,
March 2021,Saint Helena,Africa,0,,0,,
March 2021,Saint Kitts And Nevis,North America,41,0,1,0,
March 2021,Saint Lucia,North America,3390,0,341,36,1
March 2021,Saint Martin,North America,1544,0,133,12,0
March 2021,Saint Pierre And Miquelon,North America,24,0,8,,
March 2021,Saint Vincent And The Grenadines,North America,1628,72,682,8,0
March 2021,Samoa,Australia/Oceania,3,0,1,,
March 2021,San Marino,Europe,3746,30,396,74,0
March 2021,Sao Tome And Principe,Africa,1828,42,385,30,1
March 2021,Saudi Arabia,Asia,377700,317,2560,6500,6
March 2021,Senegal,Africa,34732,212,4691,880,8
March 2021,Serbia,Europe,462728,3469,44857,4459,16
March 2021,Seychelles,Africa,2688,70,312,11,0
March 2021,Sierra Leone,Africa,3887,0,1187,79,0
March 2021,Singapore,Asia,59948,12,89,29,0
March 2021,Sint Maarten,North America,2060,3,29,27,0
March 2021,Slovakia,Europe,308925,842,30671,7270,81
March 2021,Slovenia,Europe,190327,246,10653,3854,11
March 2021,Solomon Islands,Australia/Oceania,18,0,4,,
March 2021,Somalia,Africa,7392,135,3335,243,4
March 2021,South Africa,Africa,1513959,566,32546,50077,84
March 2021,South Korea,Asia,90028,352,7353,1605,2
March 2021,South Sudan,Africa,8010,84,3699,94,0
March 2021,Spain,Europe,3129093,6214,407755,69609,155
March 2021,Sri Lanka,Asia,83552,310,3654,476,12
March 2021,State Of Palestine,Asia,185336,1724,15534,2058,16
March 2021,Sudan,Africa,28406,55,3541,1890,10
March 2021,Suriname,South America,8933,4,347,173,1
March 2021,Swaziland,Africa,18019,12,1638,652,0
March 2021,Sweden,Europe,668981,2828,95197,13018,25
March 2021,Switzerland,Europe,557492,2560,34694,10111,8
March 2021,Syria,Asia,15642,54,4730,1032,5
March 2021,Taiwan,Asia,955,0,27,9,0
March 2021,Tajikistan,Asia,13308,0,0,90,0
March 2021,Tanzania,Africa,509,0,305,21,0
March 2021,Thailand,Asia,26031,80,624,83,0
March 2021,Timor Leste,Asia,113,0,23,0,
March 2021,Togo,Africa,6933,32,1185,85,1
March 2021,Trinidad And Tobago,North America,7716,3,103,139,0
March 2021,Tunisia,Africa,233669,392,26869,8022,21
March 2021,Turkey,Asia,2711479,9891,104660,28638,69
March 2021,Turks And Caicos Islands,North America,2114,0,227,14,0
March 2021,Uganda,Africa,40367,10,16,568,0
March 2021,UK,Europe,4167478,5428,1084433,123161,104
March 2021,Ukraine,Europe,1352134,4285,154360,26050,68
March 2021,United Arab Emirates,Asia,394050,2526,10480,1238,17
March 2021,Uruguay,South America,58589,595,7354,611,3
March 2021,USA,North America,29366747,54018,7550558,532810,1514
March 2021,Uzbekistan,Asia,79926,40,808,622,0
March 2021,Vanuatu,Australia/Oceania,1,0,0,0,
March 2021,Venezuela,South America,139545,429,6550,1348,4
March 2021,Viet Nam,Asia,2448,0,537,35,0
March 2021,Wallis And Futuna Islands,Australia/Oceania,9,0,2,0,
March 2021,Western Sahara,Africa,10,0,1,1,
March 2021,Yemen,Asia,2310,25,241,634,0
March 2021,Zambia,Africa,79002,468,2817,1098,7
March 2021,Zimbabwe,Africa,36115,26,1742,1468,5
Feburary 2021,Afghanistan,Asia,55121,62,4993,2405,1
Feburary 2021,Albania,Europe,78992,865,29677,1393,13
Feburary 2021,Algeria,Africa,107578,239,31154,2894,3
Feburary 2021,Andorra,Europe,9972,35,665,101,0
Feburary 2021,Angola,Africa,19829,33,1183,466,0
Feburary 2021,Anguilla,North America,17,1,2,,
Feburary 2021,Antigua And Barbuda,North America,234,0,50,7,0
Feburary 2021,Argentina,South America,1933853,6614,155605,48249,275
Feburary 2021,Armenia,Asia,167088,62,6204,3084,4
Feburary 2021,Aruba,North America,6986,20,334,59,0
Feburary 2021,Australia,Australia/Oceania,28818,7,59,909,0
Feburary 2021,Austria,Europe,415522,1124,13997,7778,57
Feburary 2021,Azerbaijan,Asia,230296,77,3685,3136,4
Feburary 2021,Bahamas,North America,8223,0,1263,176,0
Feburary 2021,Bahrain,Asia,103582,525,4206,376,1
Feburary 2021,Bangladesh,Asia,535582,443,47229,8137,10
Feburary 2021,Barbados,North America,1558,13,375,14,0
Feburary 2021,Belarus,Europe,249295,959,11051,1728,10
Feburary 2021,Belgium,Europe,710153,2316,61864,21092,26
Feburary 2021,Belize,North America,11945,37,290,302,1
Feburary 2021,Benin,Africa,3893,0,420,52,0
Feburary 2021,Bermuda,North America,692,1,12,12,0
Feburary 2021,Bhutan,Asia,859,0,37,1,0
Feburary 2021,Bolivia,South America,216835,1438,47234,10379,49
Feburary 2021,Bosnia And Herzegovina,Europe,122199,702,22295,4724,45
Feburary 2021,Botswana,Africa,22738,1445,4112,158,15
Feburary 2021,Brazil,South America,9245988,25490,942878,225143,609
Feburary 2021,British Virgin Islands,North America,114,0,18,1,0
Feburary 2021,Brunei Darussalam,Asia,180,0,7,3,0
Feburary 2021,Bulgaria,Europe,219580,832,21466,9142,97
Feburary 2021,Burkina Faso,Africa,10768,86,1250,121,1
Feburary 2021,Burundi,Africa,1635,3,860,2,0
Feburary 2021,Cabo Verde,Africa,14098,28,713,134,0
Feburary 2021,Cambodia,Asia,466,1,23,0,0
Feburary 2021,Cameroon,Africa,29617,0,1110,462,0
Feburary 2021,Canada,North America,783589,4617,51745,20136,104
Feburary 2021,Caribbean Netherlands,North America,360,0,113,3,0
Feburary 2021,Cayman Islands,North America,398,8,28,2,0
Feburary 2021,Central African Republic,Africa,4989,8,41,63,0
Feburary 2021,Chad,Africa,3385,9,794,121,3
Feburary 2021,Channel Islands,Europe,3737,46,369,82,0
Feburary 2021,Chile,South America,730888,3779,25977,18537,85
Feburary 2021,China Hong Kong Sar,Asia,10487,34,831,182,1
Feburary 2021,China Macao Sar,Asia,47,0,1,,
Feburary 2021,China,South America,89564,42,1614,4636,0
Feburary 2021,Colombia,South America,2104506,9622,95560,54272,289
Feburary 2021,Comoros,Africa,2811,85,879,98,5
Feburary 2021,Congo,Africa,7887,0,1924,117,0
Feburary 2021,Costa Rica,North America,194569,289,38872,2634,7
Feburary 2021,Cote D Ivoire,Africa,28475,76,1824,156,2
Feburary 2021,Croatia,Europe,232520,94,2551,5054,27
Feburary 2021,Cuba,North America,27592,906,5520,216,2
Feburary 2021,Curacao,North America,4585,0,62,21,0
Feburary 2021,Cyprus,Asia,30996,120,8340,202,3
Feburary 2021,Czech Republic,Europe,987874,2576,61511,16826,120
Feburary 2021,Democratic Republic Of The Congo,Africa,22842,71,7137,672,1
Feburary 2021,Denmark,Europe,198960,488,8848,2145,20
Feburary 2021,Djibouti,Africa,5932,0,24,63,0
Feburary 2021,Dominica,North America,117,0,11,,
Feburary 2021,Dominican Republic,North America,215086,1026,53623,2688,22
Feburary 2021,Ecuador,South America,250986,158,16553,24619,30
Feburary 2021,Egypt,Africa,166492,541,27025,9360,44
Feburary 2021,El Salvador,North America,55195,229,4526,1632,9
Feburary 2021,Equatorial Guinea,Africa,5534,18,148,86,0
Feburary 2021,Eritrea,Africa,2135,0,534,7,0
Feburary 2021,Estonia,Europe,44511,303,10141,422,3
Feburary 2021,Ethiopia,Africa,138384,734,13313,2103,10
Feburary 2021,Faeroe Islands,Europe,654,0,5,1,0
Feburary 2021,Falkland Islands Malvinas,South America,41,0,7,,
Feburary 2021,Fiji,Australia/Oceania,55,0,0,2,0
Feburary 2021,Finland,Europe,45482,244,13805,677,6
Feburary 2021,France,Europe,3004385,4079,370563,76753,536
Feburary 2021,French Guiana,South America,16134,51,6063,76,0
Feburary 2021,French Polynesia,Australia/Oceania,18101,41,13127,132,1
Feburary 2021,Gabon,Africa,10952,204,465,68,0
Feburary 2021,Gambia,Africa,4139,49,205,131,3
Feburary 2021,Georgia,Asia,258351,240,5448,3194,16
Feburary 2021,Germany,Europe,2232316,6630,238320,58396,619
Feburary 2021,Ghana,Africa,67010,0,5358,416,0
Feburary 2021,Gibraltar,Europe,4128,14,305,78,1
Feburary 2021,Greece,Europe,157495,538,7489,5829,33
Feburary 2021,Greenland,North America,30,0,0,,
Feburary 2021,Grenada,North America,148,0,5,1,
Feburary 2021,Guadeloupe,North America,9097,0,6701,154,0
Feburary 2021,Guatemala,North America,159632,128,8794,5673,30
Feburary 2021,Guinea Bissau,Africa,2634,0,162,45,0
Feburary 2021,Guinea,Africa,14555,9,244,83,1
Feburary 2021,Guyana,South America,7654,13,842,177,1
Feburary 2021,Haiti,North America,11590,0,2247,245,0
Feburary 2021,Holy See,Europe,27,0,12,,
Feburary 2021,Honduras,North America,147843,743,83360,3610,18
Feburary 2021,Hungary,Europe,368710,1124,91872,12578,54
Feburary 2021,Iceland,Europe,6009,7,41,29,0
Feburary 2021,India,Asia,10767206,8587,164142,155614,95
Feburary 2021,Indonesia,Asia,1089308,10994,175349,30277,279
Feburary 2021,Iran,Asia,1424596,6597,150253,58038,79
Feburary 2021,Iraq,Asia,620620,984,14179,13057,10
Feburary 2021,Ireland,Europe,197553,1006,100627,3317,10
Feburary 2021,Isle Of Man,Europe,434,0,11,25,0
Feburary 2021,Israel,Asia,652246,8811,74222,4816,20
Feburary 2021,Italy,Europe,2571238,7918,428237,88833,329
Feburary 2021,Jamaica,North America,15778,125,3358,352,2
Feburary 2021,Japan,Asia,389518,2776,49671,5722,68
Feburary 2021,Jordan,Asia,328062,1207,8272,4326,10
Feburary 2021,Kazakhstan,Asia,187970,1259,17165,2037,10
Feburary 2021,Kenya,Africa,100856,83,14093,1766,3
Feburary 2021,Kuwait,Asia,165843,586,6408,959,0
Feburary 2021,Kyrgyzstan,Asia,84588,59,2189,1412,0
Feburary 2021,Laos,Asia,44,0,3,0,
Feburary 2021,Latvia,Europe,66652,411,10525,1202,7
Feburary 2021,Lebanon,Asia,303072,2020,119050,3145,63
Feburary 2021,Lesotho,Africa,8900,236,6176,172,0
Feburary 2021,Liberia,Africa,1944,5,100,84,0
Feburary 2021,Libya,Africa,119402,771,17933,1883,6
Feburary 2021,Liechtenstein,Europe,2497,4,69,52,0
Feburary 2021,Lithuania,Europe,184781,305,20208,2840,23
Feburary 2021,Luxembourg,Europe,50733,34,2175,584,4
Feburary 2021,Macedonia,Europe,92753,60,7766,2866,11
Feburary 2021,Madagascar,Africa,19065,0,569,281,0
Feburary 2021,Malawi,Africa,24365,402,14708,712,10
Feburary 2021,Malaysia,Asia,219173,4214,48074,770,10
Feburary 2021,Maldives,Asia,16056,215,1814,52,0
Feburary 2021,Mali,Africa,8100,9,1811,330,0
Feburary 2021,Malta,Europe,18027,124,2657,269,2
Feburary 2021,Marshall Islands,Australia/Oceania,4,0,0,,
Feburary 2021,Martinique,North America,6402,0,6259,45,0
Feburary 2021,Mauritania,Africa,16662,27,502,422,0
Feburary 2021,Mauritius,Africa,582,13,36,10,0
Feburary 2021,Mayotte,Africa,8588,357,5563,61,0
Feburary 2021,Mexico,North America,1864260,7030,268771,183096,1164
Feburary 2021,Micronesia,Australia/Oceania,1,0,0,,
Feburary 2021,Moldova,Europe,160086,282,6138,3446,8
Feburary 2021,Monaco,Europe,1499,10,202,14,1
Feburary 2021,Mongolia,Asia,1814,35,454,2,0
Feburary 2021,Montenegro,Europe,61972,313,7170,811,6
Feburary 2021,Montserrat,North America,13,0,0,1,
Feburary 2021,Morocco,Africa,471438,281,13099,8287,12
Feburary 2021,Mozambique,Africa,39460,806,14481,386,19
Feburary 2021,Myanmar,Asia,140354,209,11892,3138,7
Feburary 2021,Namibia,Africa,34168,224,1251,353,1
Feburary 2021,Nepal,Asia,271118,159,1564,2954,0
Feburary 2021,Netherlands,Europe,981663,3188,167898,14025,27
Feburary 2021,New Caledonia,Australia/Oceania,47,0,0,,
Feburary 2021,New Zealand,Australia/Oceania,2304,0,71,25,0
Feburary 2021,Nicaragua,North America,6253,0,1859,169,0
Feburary 2021,Niger,Africa,4537,20,576,161,2
Feburary 2021,Nigeria,Africa,131918,676,24036,1607,21
Feburary 2021,Norway,Europe,63262,296,5691,567,3
Feburary 2021,Oman,Asia,134524,198,6043,1532,3
Feburary 2021,Pakistan,Asia,546428,1615,33493,11683,26
Feburary 2021,Panama,North America,321103,724,37365,5296,26
Feburary 2021,Papua New Guinea,Australia/Oceania,867,1,30,9,0
Feburary 2021,Paraguay,South America,133781,554,21821,2733,15
Feburary 2021,Peru,South America,1142716,4477,,109785,413
Feburary 2021,Philippines,Asia,527270,1656,28891,10807,58
Feburary 2021,Poland,Europe,1515889,2507,202030,37223,43
Feburary 2021,Portugal,Europe,726321,5805,179180,12757,275
Feburary 2021,Qatar,Asia,151720,385,5518,249,1
Feburary 2021,Reunion,Africa,10194,198,620,46,0
Feburary 2021,Romania,Europe,730056,1313,33501,20788,103
Feburary 2021,Russia,Europe,3868087,17648,476295,73619,437
Feburary 2021,Rwanda,Africa,15459,155,4989,198,2
Feburary 2021,Saint Barthelemy,North America,360,0,112,1,
Feburary 2021,Saint Helena,Africa,0,,0,,
Feburary 2021,Saint Kitts And Nevis,North America,38,1,3,0,
Feburary 2021,Saint Lucia,North America,1411,216,770,15,2
Feburary 2021,Saint Martin,North America,1234,0,172,12,0
Feburary 2021,Saint Pierre And Miquelon,North America,24,0,8,,
Feburary 2021,Saint Vincent And The Grenadines,North America,951,50,698,2,0
Feburary 2021,Samoa,Australia/Oceania,2,0,0,,
Feburary 2021,San Marino,Europe,3025,0,235,67,0
Feburary 2021,Sao Tome And Principe,Africa,1259,2,197,17,0
Feburary 2021,Saudi Arabia,Asia,368329,255,2111,6379,4
Feburary 2021,Senegal,Africa,26927,404,4144,638,10
Feburary 2021,Serbia,Europe,397002,1739,27179,4038,18
Feburary 2021,Seychelles,Africa,1223,18,166,5,1
Feburary 2021,Sierra Leone,Africa,3634,41,1226,79,0
Feburary 2021,Singapore,Asia,59565,29,265,29,0
Feburary 2021,Sint Maarten,North America,1870,8,144,27,0
Feburary 2021,Slovakia,Europe,250357,444,27032,4711,69
Feburary 2021,Slovenia,Europe,166836,363,17311,3522,19
Feburary 2021,Solomon Islands,Australia/Oceania,17,0,7,,
Feburary 2021,Somalia,Africa,4784,0,988,130,0
Feburary 2021,South Africa,Africa,1456309,2548,105888,44399,235
Feburary 2021,South Korea,Asia,78508,303,8774,1425,5
Feburary 2021,South Sudan,Africa,3929,0,252,64,0
Feburary 2021,Spain,Europe,2764409,23381,768327,59081,254
Feburary 2021,Sri Lanka,Asia,64983,826,6585,323,7
Feburary 2021,State Of Palestine,Asia,159443,481,7982,1840,7
Feburary 2021,Sudan,Africa,27273,71,3957,1812,5
Feburary 2021,Suriname,South America,8449,11,559,156,2
Feburary 2021,Swaziland,Africa,16727,98,4834,574,9
Feburary 2021,Sweden,Europe,576509,1552,116648,12228,39
Feburary 2021,Switzerland,Europe,525095,3775,62767,9627,35
Feburary 2021,Syria,Asia,14096,48,5526,926,5
Feburary 2021,Taiwan,Asia,912,1,74,8,0
Feburary 2021,Tajikistan,Asia,13308,0,0,90,0
Feburary 2021,Tanzania,Africa,509,0,305,21,0
Feburary 2021,Thailand,Asia,19618,836,7027,77,0
Feburary 2021,Timor Leste,Asia,70,0,15,0,
Feburary 2021,Togo,Africa,5092,18,731,79,2
Feburary 2021,Trinidad And Tobago,North America,7566,2,254,134,0
Feburary 2021,Tunisia,Africa,210045,1160,41020,6802,48
Feburary 2021,Turkey,Asia,2485182,7719,88634,26117,124
Feburary 2021,Turks And Caicos Islands,North America,1504,1,355,9,0
Feburary 2021,Uganda,Africa,39606,27,1288,553,2
Feburary 2021,UK,Europe,3823395,18487,1948678,106745,407
Feburary 2021,Ukraine,Europe,1221485,2030,174802,22768,61
Feburary 2021,United Arab Emirates,Asia,306339,2730,24070,859,9
Feburary 2021,Uruguay,South America,42128,390,6149,444,8
Feburary 2021,USA,North America,27023721,126891,8862485,465974,2355
Feburary 2021,Uzbekistan,Asia,78755,44,913,621,0
Feburary 2021,Vanuatu,Australia/Oceania,1,0,0,0,
Feburary 2021,Venezuela,South America,127346,419,6859,1196,7
Feburary 2021,Viet Nam,Asia,1850,33,355,35,0
Feburary 2021,Wallis And Futuna Islands,Australia/Oceania,5,0,1,0,
Feburary 2021,Western Sahara,Africa,10,0,1,1,
Feburary 2021,Yemen,Asia,2122,1,81,615,0
Feburary 2021,Zambia,Africa,55042,825,4868,780,17
Feburary 2021,Zimbabwe,Africa,33548,160,5731,1234,17
January 2021,Afghanistan,Asia,52586,73,8200,2211,10
January 2021,Albania,Europe,58723,407,23599,1186,5
January 2021,Algeria,Africa,99897,287,29740,2762,6
January 2021,Andorra,Europe,8117,68,570,84,0
January 2021,Angola,Africa,17568,15,6017,405,0
January 2021,Anguilla,North America,13,0,1,,
January 2021,Antigua And Barbuda,North America,159,0,6,5,0
January 2021,Argentina,South America,1629594,4080,159599,43319,74
January 2021,Armenia,Asia,159738,329,13555,2828,5
January 2021,Aruba,North America,5509,20,281,49,0
January 2021,Australia,Australia/Oceania,28427,22,236,909,0
January 2021,Austria,Europe,362911,2096,21749,6261,39
January 2021,Azerbaijan,Asia,219041,341,28091,2670,29
January 2021,Bahamas,North America,7887,16,1477,171,1
January 2021,Bahrain,Asia,92913,238,2192,352,0
January 2021,Bangladesh,Asia,514500,990,48268,7576,17
January 2021,Barbados,North America,395,12,69,7,0
January 2021,Belarus,Europe,196223,1939,16688,1433,9
January 2021,Belgium,Europe,646496,2254,67284,19528,87
January 2021,Belize,North America,10776,0,733,248,0
January 2021,Benin,Africa,3251,0,146,44,0
January 2021,Bermuda,North America,604,0,149,10,0
January 2021,Bhutan,Asia,689,19,240,0,
January 2021,Bolivia,South America,160124,1752,18862,9165,16
January 2021,Bosnia And Herzegovina,Europe,112143,1158,30375,4086,36
January 2021,Botswana,Africa,14805,0,2627,42,0
January 2021,Brazil,South America,7710195,24810,758470,195441,465
January 2021,British Virgin Islands,North America,86,0,11,1,0
January 2021,Brunei Darussalam,Asia,157,0,5,3,0
January 2021,Bulgaria,Europe,202540,274,74593,7604,28
January 2021,Burkina Faso,Africa,6828,121,1591,85,0
January 2021,Burundi,Africa,822,4,133,2,0
January 2021,Cabo Verde,Africa,11872,32,190,113,0
January 2021,Cambodia,Asia,378,12,16,0,0
January 2021,Cameroon,Africa,26848,571,1508,448,0
January 2021,Canada,North America,582697,1302,77272,15606,0
January 2021,Caribbean Netherlands,North America,196,0,13,3,0
January 2021,Cayman Islands,North America,338,0,42,2,0
January 2021,Central African Republic,Africa,4963,0,2976,63,0
January 2021,Chad,Africa,2141,28,333,104,0
January 2021,Channel Islands,Europe,3059,1,554,60,2
January 2021,Chile,South America,612564,3591,16701,16660,52
January 2021,China Hong Kong Sar,Asia,8889,42,828,149,1
January 2021,China Macao Sar,Asia,46,0,0,,
January 2021,China,South America,87071,19,370,4634,0
January 2021,Colombia,South America,1654880,12105,90837,43495,282
January 2021,Comoros,Africa,823,0,108,10,0
January 2021,Congo,Africa,7107,0,1153,108,0
January 2021,Costa Rica,North America,170591,1270,35916,2193,8
January 2021,Cote D Ivoire,Africa,22563,73,444,138,1
January 2021,Croatia,Europe,212007,1170,8226,3961,41
January 2021,Cuba,North America,12056,193,1565,146,0
January 2021,Curacao,North America,4289,29,1323,16,2
January 2021,Cyprus,Asia,22818,167,12239,127,8
January 2021,Czech Republic,Europe,732301,13314,93175,11987,129
January 2021,Democratic Republic Of The Congo,Africa,17849,191,2557,591,0
January 2021,Denmark,Europe,165930,2451,33790,1322,24
January 2021,Djibouti,Africa,5840,9,44,61,0
January 2021,Dominica,North America,88,0,5,,
January 2021,Dominican Republic,North America,172218,1433,38259,2416,2
January 2021,Ecuador,South America,213378,866,5062,23809,16
January 2021,Egypt,Africa,139471,1409,18958,7687,56
January 2021,El Salvador,North America,46242,282,3561,1343,7
January 2021,Equatorial Guinea,Africa,5277,0,55,86,0
January 2021,Eritrea,Africa,1320,0,641,3,0
January 2021,Estonia,Europe,28406,417,9145,234,5
January 2021,Ethiopia,Africa,124652,388,10464,1937,14
January 2021,Faeroe Islands,Europe,610,0,59,0,
January 2021,Falkland Islands Malvinas,South America,29,0,12,,
January 2021,Fiji,Australia/Oceania,49,0,3,2,0
January 2021,Finland,Europe,36403,296,6842,561,0
January 2021,France,Europe,2477273,18157,257559,64987,207
January 2021,French Guiana,South America,13273,107,3207,71,0
January 2021,French Polynesia,Australia/Oceania,16926,0,11970,114,0
January 2021,Gabon,Africa,9571,0,119,64,0
January 2021,Gambia,Africa,3800,3,7,124,0
January 2021,Georgia,Asia,228410,990,10890,2528,23
January 2021,Germany,Europe,1762525,17007,377206,34519,325
January 2021,Ghana,Africa,54930,159,837,335,0
January 2021,Gibraltar,Europe,2212,172,956,7,0
January 2021,Greece,Europe,139447,597,7834,4881,43
January 2021,Greenland,North America,27,0,6,,
January 2021,Grenada,North America,127,0,20,0,
January 2021,Guadeloupe,North America,8660,0,6264,154,0
January 2021,Guatemala,North America,138236,224,6810,4820,7
