date,country,continent,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
April 2020,China Hong Kong Sar,Asia,766,51,615,4,0
April 2020,China Macao Sar,Asia,41,0,31,,
April 2020,China,South America,81589,35,1863,3318,6
April 2020,Colombia,South America,1065,159,1009,17,1
April 2020,Comoros,Africa,0,,0,0,
April 2020,Congo,Africa,22,3,20,2,
April 2020,Costa Rica,North America,375,28,369,2,0
April 2020,Cote D Ivoire,Africa,190,11,180,1,0
April 2020,Croatia,Europe,963,96,884,6,0
April 2020,Cuba,North America,212,26,194,6,0
April 2020,Curacao,North America,11,0,7,1,0
April 2020,Cyprus,Asia,320,58,283,9,1
April 2020,Czech Republic,Europe,3314,304,3150,35,7
April 2020,Democratic Republic Of The Congo,Africa,109,11,97,9,1
April 2020,Denmark,Europe,3107,247,2109,104,14
April 2020,Djibouti,Africa,33,3,33,0,
April 2020,Dominica,North America,12,0,12,,
April 2020,Dominican Republic,North America,1284,175,1218,57,6
April 2020,Ecuador,South America,2565,424,2250,263,51
April 2020,Egypt,Africa,779,69,548,52,6
April 2020,El Salvador,North America,33,1,31,2,1
April 2020,Equatorial Guinea,Africa,15,0,14,0,
April 2020,Eritrea,Africa,15,0,15,0,
April 2020,Estonia,Europe,779,34,741,5,1
April 2020,Ethiopia,Africa,29,3,27,0,
April 2020,Faeroe Islands,Europe,173,4,98,0,
April 2020,Falkland Islands Malvinas,South America,0,,0,,
April 2020,Fiji,Australia/Oceania,5,0,5,0,
April 2020,Finland,Europe,1446,28,1419,17,0
April 2020,France,Europe,51798,4418,36833,4030,508
April 2020,French Guiana,South America,51,0,36,0,
April 2020,French Polynesia,Australia/Oceania,37,0,37,0,
April 2020,Gabon,Africa,18,2,17,1,0
April 2020,Gambia,Africa,4,0,1,1,0
April 2020,Georgia,Asia,117,7,94,0,0
April 2020,Germany,Europe,77981,6173,58350,931,156
April 2020,Ghana,Africa,195,34,159,5,0
April 2020,Gibraltar,Europe,81,12,47,0,
April 2020,Greece,Europe,1415,101,884,51,2
April 2020,Greenland,North America,10,0,8,,
April 2020,Grenada,North America,9,0,9,0,
April 2020,Guadeloupe,North America,125,11,95,6,2
April 2020,Guatemala,North America,39,1,26,1,0
April 2020,Guinea Bissau,Africa,9,1,9,0,
April 2020,Guinea,Africa,30,8,30,0,
April 2020,Guyana,South America,19,7,16,3,1
April 2020,Haiti,North America,16,1,15,0,
April 2020,Holy See,Europe,6,0,6,,
April 2020,Honduras,North America,172,31,159,10,3
April 2020,Hungary,Europe,525,33,465,20,4
April 2020,Iceland,Europe,1220,85,1087,2,0
April 2020,India,Asia,1998,601,1791,59,23
April 2020,Indonesia,Asia,1677,149,1417,157,21
April 2020,Iran,Asia,47593,2988,29084,3036,138
April 2020,Iraq,Asia,728,34,494,52,2
April 2020,Ireland,Europe,3447,212,3357,85,14
April 2020,Isle Of Man,Europe,68,8,67,1,
April 2020,Israel,Asia,6092,734,5825,26,6
April 2020,Italy,Europe,110559,4783,80478,13195,729
April 2020,Jamaica,North America,44,6,39,3,1
April 2020,Japan,Asia,2384,206,1855,57,0
April 2020,Jordan,Asia,278,4,237,5,0
April 2020,Kazakhstan,Asia,700,68,648,3,1
April 2020,Kenya,Africa,81,22,76,1,0
April 2020,Kuwait,Asia,317,28,237,0,0
April 2020,Kyrgyzstan,Asia,204,7,196,0,
April 2020,Laos,Asia,10,1,10,0,
April 2020,Latvia,Europe,446,48,375,0,0
April 2020,Lebanon,Asia,479,16,422,14,2
April 2020,Lesotho,Africa,0,,0,0,
April 2020,Liberia,Africa,6,3,6,0,
April 2020,Libya,Africa,10,0,10,0,
April 2020,Liechtenstein,Europe,72,4,72,0,
April 2020,Lithuania,Europe,403,39,396,6,2
April 2020,Luxembourg,Europe,1897,115,1696,29,6
April 2020,Macedonia,Europe,354,25,326,11,2
April 2020,Madagascar,Africa,57,0,57,0,
April 2020,Malawi,Africa,0,,0,0,
April 2020,Malaysia,Asia,2908,142,2218,45,2
April 2020,Maldives,Asia,19,1,6,0,
April 2020,Mali,Africa,31,3,28,3,1
April 2020,Malta,Europe,188,19,186,0,
April 2020,Marshall Islands,Australia/Oceania,0,,0,,
April 2020,Martinique,North America,135,7,105,3,0
April 2020,Mauritania,Africa,6,0,3,1,0
April 2020,Mauritius,Africa,161,18,155,6,1
April 2020,Mayotte,Africa,101,7,90,1,0
April 2020,Mexico,North America,1253,125,1145,73,14
April 2020,Micronesia,Australia/Oceania,0,,0,,
April 2020,Moldova,Europe,423,70,395,5,1
April 2020,Monaco,Europe,42,2,32,1,0
April 2020,Mongolia,Asia,14,2,12,0,
April 2020,Montenegro,Europe,123,14,121,2,0
April 2020,Montserrat,North America,5,0,5,0,
April 2020,Morocco,Africa,654,37,586,39,3
April 2020,Mozambique,Africa,10,2,10,0,
April 2020,Myanmar,Asia,16,1,15,1,0
April 2020,Namibia,Africa,14,3,12,0,
April 2020,Nepal,Asia,5,0,4,0,0
April 2020,Netherlands,Europe,13614,1019,12191,1173,134
April 2020,New Caledonia,Australia/Oceania,16,0,15,,
April 2020,New Zealand,Australia/Oceania,708,61,624,1,0
April 2020,Nicaragua,North America,5,0,4,1,0
April 2020,Niger,Africa,74,40,69,5,2
April 2020,Nigeria,Africa,174,39,163,2,0
April 2020,Norway,Europe,4877,236,4820,44,5
April 2020,Oman,Asia,210,18,175,1,0
April 2020,Pakistan,Asia,2118,180,1997,27,1
April 2020,Panama,North America,1317,136,1276,32,2
April 2020,Papua New Guinea,Australia/Oceania,1,0,1,0,
April 2020,Paraguay,South America,69,4,65,3,0
April 2020,Peru,South America,1323,258,,206,53
April 2020,Philippines,Asia,2311,227,2165,96,8
April 2020,Poland,Europe,2554,243,2455,43,10
April 2020,Portugal,Europe,9390,920,9156,187,27
April 2020,Qatar,Asia,835,54,762,2,0
April 2020,Reunion,Africa,281,34,241,0,
April 2020,Romania,Europe,2460,215,2116,92,10
April 2020,Russia,Europe,2777,440,2563,24,7
April 2020,Rwanda,Africa,82,7,82,0,
April 2020,Saint Barthelemy,North America,6,0,5,0,
April 2020,Saint Helena,Africa,0,,0,,
April 2020,Saint Kitts And Nevis,North America,8,0,8,0,
April 2020,Saint Lucia,North America,13,0,12,0,
April 2020,Saint Martin,North America,22,1,19,1,0
April 2020,Saint Pierre And Miquelon,North America,0,,0,,
April 2020,Saint Vincent And The Grenadines,North America,2,1,1,0,
April 2020,Samoa,Australia/Oceania,0,,0,,
April 2020,San Marino,Europe,236,0,195,28,2
April 2020,Sao Tome And Principe,Africa,0,,0,0,
April 2020,Saudi Arabia,Asia,1720,157,1440,16,6
April 2020,Senegal,Africa,190,15,144,1,1
April 2020,Serbia,Europe,1060,160,990,28,5
April 2020,Seychelles,Africa,10,0,10,0,
April 2020,Sierra Leone,Africa,2,1,2,0,
April 2020,Singapore,Asia,1000,74,752,3,0
April 2020,Sint Maarten,North America,16,10,9,1,
April 2020,Slovakia,Europe,400,37,396,1,1
April 2020,Slovenia,Europe,841,39,816,15,0
April 2020,Solomon Islands,Australia/Oceania,0,,0,,
April 2020,Somalia,Africa,5,0,4,0,
April 2020,South Africa,Africa,1380,27,1325,5,0
April 2020,South Korea,Asia,9887,101,4155,165,3
April 2020,South Sudan,Africa,0,,0,0,
April 2020,Spain,Europe,170437,5353,138061,9729,957
April 2020,Sri Lanka,Asia,146,3,122,3,1
April 2020,State Of Palestine,Asia,133,14,114,1,0
April 2020,Sudan,Africa,7,0,3,2,0
April 2020,Suriname,South America,10,1,10,0,
April 2020,Swaziland,Africa,9,0,9,0,
April 2020,Sweden,Europe,5321,486,4886,332,48
April 2020,Switzerland,Europe,17768,1163,14258,543,60
April 2020,Syria,Asia,10,0,8,2,0
April 2020,Taiwan,Asia,329,7,279,5,0
April 2020,Tajikistan,Asia,0,,0,0,
April 2020,Tanzania,Africa,20,1,18,1,0
April 2020,Thailand,Asia,1771,120,1254,12,2
April 2020,Timor Leste,Asia,1,0,1,0,
April 2020,Togo,Africa,36,2,24,2,1
April 2020,Trinidad And Tobago,North America,90,3,84,5,2
April 2020,Tunisia,Africa,423,29,406,12,2
April 2020,Turkey,Asia,42649,5843,35967,277,63
April 2020,Turks And Caicos Islands,North America,6,1,6,0,
April 2020,Uganda,Africa,44,0,44,0,
April 2020,UK,Europe,26652,3908,23428,3089,662
April 2020,Ukraine,Europe,794,149,761,20,3
April 2020,United Arab Emirates,Asia,814,150,745,8,2
April 2020,Uruguay,South America,350,12,286,2,1
April 2020,USA,North America,239039,27775,222564,6524,1280
April 2020,Uzbekistan,Asia,181,9,167,2,0
April 2020,Vanuatu,Australia/Oceania,0,,0,0,
April 2020,Venezuela,South America,144,9,98,3,0
April 2020,Viet Nam,Asia,218,6,155,0,0
April 2020,Wallis And Futuna Islands,Australia/Oceania,0,,0,0,
April 2020,Western Sahara,Africa,0,,0,0,
April 2020,Yemen,Asia,0,,0,0,
April 2020,Zambia,Africa,36,0,36,0,
April 2020,Zimbabwe,Africa,8,0,7,1,0
March 2020,Afghanistan,Asia,1,0,1,0,0
March 2020,Albania,Europe,0,,0,0,
March 2020,Algeria,Africa,3,2,3,0,0
March 2020,Andorra,Europe,0,,0,0,
March 2020,Angola,Africa,0,,0,0,
March 2020,Anguilla,North America,0,,0,,
March 2020,Antigua And Barbuda,North America,0,,0,0,
March 2020,Argentina,South America,0,,0,0,
March 2020,Armenia,Asia,1,,1,0,
March 2020,Aruba,North America,0,,0,0,
March 2020,Australia,Australia/Oceania,29,4,13,1,1
March 2020,Austria,Europe,14,4,14,0,0
March 2020,Azerbaijan,Asia,3,0,3,0,0
March 2020,Bahamas,North America,0,,0,0,
March 2020,Bahrain,Asia,48,6,48,0,0
March 2020,Bangladesh,Asia,0,,0,0,
March 2020,Barbados,North America,0,,0,0,
March 2020,Belarus,Europe,1,0,1,0,0
March 2020,Belgium,Europe,2,1,1,0,0
March 2020,Belize,North America,0,,0,0,
March 2020,Benin,Africa,0,,0,0,
March 2020,Bermuda,North America,0,,0,0,
March 2020,Bhutan,Asia,0,,0,0,
March 2020,Bolivia,South America,0,,0,0,
March 2020,Bosnia And Herzegovina,Europe,0,,0,0,
March 2020,Botswana,Africa,0,,0,0,
March 2020,Brazil,South America,2,0,2,0,0
March 2020,British Virgin Islands,North America,0,,0,0,
March 2020,Brunei Darussalam,Asia,0,,0,0,
March 2020,Bulgaria,Europe,0,,0,0,
March 2020,Burkina Faso,Africa,0,,0,0,
March 2020,Burundi,Africa,0,,0,0,
March 2020,Cabo Verde,Africa,0,,0,0,
March 2020,Cambodia,Asia,1,0,0,0,0
March 2020,Cameroon,Africa,0,,0,0,
March 2020,Canada,North America,24,4,20,0,0
March 2020,Caribbean Netherlands,North America,0,,0,0,
March 2020,Cayman Islands,North America,0,,0,0,
March 2020,Central African Republic,Africa,0,,0,0,
March 2020,Chad,Africa,0,,0,0,
March 2020,Channel Islands,Europe,0,,0,0,
March 2020,Chile,South America,0,,0,0,
March 2020,China Hong Kong Sar,Asia,100,5,62,2,0
March 2020,China Macao Sar,Asia,10,0,4,,
March 2020,China,South America,80026,202,32616,2912,42
March 2020,Colombia,South America,0,,0,0,
March 2020,Comoros,Africa,0,,0,0,
March 2020,Congo,Africa,0,,0,0,
March 2020,Costa Rica,North America,0,,0,0,
March 2020,Cote D Ivoire,Africa,0,,0,0,
March 2020,Croatia,Europe,7,1,7,0,0
March 2020,Cuba,North America,0,,0,0,
March 2020,Curacao,North America,0,,0,0,
March 2020,Cyprus,Asia,0,,0,0,
March 2020,Czech Republic,Europe,3,,3,0,
March 2020,Democratic Republic Of The Congo,Africa,0,,0,0,
March 2020,Denmark,Europe,4,1,4,0,0
March 2020,Djibouti,Africa,0,,0,0,
March 2020,Dominica,North America,0,,0,,
March 2020,Dominican Republic,North America,1,,1,0,
March 2020,Ecuador,South America,6,5,6,0,0
March 2020,Egypt,Africa,2,1,1,0,0
March 2020,El Salvador,North America,0,,0,0,
March 2020,Equatorial Guinea,Africa,0,,0,0,
March 2020,Eritrea,Africa,0,,0,0,
March 2020,Estonia,Europe,1,0,1,0,0
March 2020,Ethiopia,Africa,0,,0,0,
March 2020,Faeroe Islands,Europe,0,,0,0,
March 2020,Falkland Islands Malvinas,South America,0,,0,,
March 2020,Fiji,Australia/Oceania,0,,0,0,
March 2020,Finland,Europe,6,3,5,0,0
March 2020,France,Europe,121,27,107,2,0
March 2020,French Guiana,South America,0,,0,0,
March 2020,French Polynesia,Australia/Oceania,0,,0,0,
March 2020,Gabon,Africa,0,,0,0,
March 2020,Gambia,Africa,0,,0,0,
March 2020,Georgia,Asia,3,0,3,0,0
March 2020,Germany,Europe,130,51,114,0,0
March 2020,Ghana,Africa,0,,0,0,
March 2020,Gibraltar,Europe,0,,0,0,
March 2020,Greece,Europe,7,0,7,0,0
March 2020,Greenland,North America,0,,0,,
March 2020,Grenada,North America,0,,0,0,
March 2020,Guadeloupe,North America,0,,0,0,
March 2020,Guatemala,North America,0,,0,0,
March 2020,Guinea Bissau,Africa,0,,0,0,
March 2020,Guinea,Africa,0,,0,0,
March 2020,Guyana,South America,0,,0,0,
March 2020,Haiti,North America,0,,0,0,
March 2020,Holy See,Europe,0,,0,,
March 2020,Honduras,North America,0,,0,0,
March 2020,Hungary,Europe,0,,0,0,
March 2020,Iceland,Europe,3,2,3,0,0
March 2020,India,Asia,3,0,0,0,0
March 2020,Indonesia,Asia,0,,0,0,
March 2020,Iran,Asia,978,385,749,54,11
March 2020,Iraq,Asia,19,6,19,0,0
March 2020,Ireland,Europe,1,0,1,0,0
March 2020,Isle Of Man,Europe,0,,0,0,
March 2020,Israel,Asia,10,3,9,0,0
March 2020,Italy,Europe,1702,574,1578,41,12
March 2020,Jamaica,North America,0,,0,0,
March 2020,Japan,Asia,256,15,208,6,1
March 2020,Jordan,Asia,0,,0,0,
March 2020,Kazakhstan,Asia,0,0,0,0,
March 2020,Kenya,Africa,0,,0,0,
March 2020,Kuwait,Asia,46,1,46,0,0
March 2020,Kyrgyzstan,Asia,0,,0,0,
March 2020,Laos,Asia,0,,0,0,
March 2020,Latvia,Europe,0,,0,0,
March 2020,Lebanon,Asia,10,3,10,0,0
March 2020,Lesotho,Africa,0,,0,0,
March 2020,Liberia,Africa,0,,0,0,
March 2020,Libya,Africa,0,,0,0,
March 2020,Liechtenstein,Europe,0,,0,0,
March 2020,Lithuania,Europe,1,0,1,0,0
March 2020,Luxembourg,Europe,1,0,1,0,0
March 2020,Macedonia,Europe,1,0,1,0,0
March 2020,Madagascar,Africa,0,,0,0,
March 2020,Malawi,Africa,0,,0,0,
March 2020,Malaysia,Asia,29,4,7,0,0
March 2020,Maldives,Asia,0,,0,0,
March 2020,Mali,Africa,0,,0,0,
March 2020,Malta,Europe,0,,0,0,
March 2020,Marshall Islands,Australia/Oceania,0,,0,,
March 2020,Martinique,North America,0,,0,0,
March 2020,Mauritania,Africa,0,,0,0,
March 2020,Mauritius,Africa,0,,0,0,
March 2020,Mayotte,Africa,0,,0,0,
March 2020,Mexico,North America,5,1,3,2,0
March 2020,Micronesia,Australia/Oceania,0,,0,,
March 2020,Moldova,Europe,0,,0,0,
March 2020,Monaco,Europe,1,0,1,0,0
March 2020,Mongolia,Asia,0,,0,0,
March 2020,Montenegro,Europe,0,,0,0,
March 2020,Montserrat,North America,0,,0,0,
March 2020,Morocco,Africa,0,,0,0,
March 2020,Mozambique,Africa,0,,0,0,
March 2020,Myanmar,Asia,0,,0,0,
March 2020,Namibia,Africa,0,,0,0,
March 2020,Nepal,Asia,1,0,0,0,0
March 2020,Netherlands,Europe,10,3,10,0,0
March 2020,New Caledonia,Australia/Oceania,0,,0,,
March 2020,New Zealand,Australia/Oceania,1,0,1,0,0
March 2020,Nicaragua,North America,0,,0,0,
March 2020,Niger,Africa,0,,0,0,
March 2020,Nigeria,Africa,1,0,1,0,0
March 2020,Norway,Europe,19,4,19,0,0
March 2020,Oman,Asia,6,0,5,0,0
March 2020,Pakistan,Asia,4,0,4,0,0
March 2020,Panama,North America,0,,0,0,
March 2020,Papua New Guinea,Australia/Oceania,0,,0,0,
March 2020,Paraguay,South America,0,,0,0,
March 2020,Peru,South America,0,,,0,
March 2020,Philippines,Asia,3,0,0,1,0
March 2020,Poland,Europe,0,,0,0,
March 2020,Portugal,Europe,0,,0,0,
March 2020,Qatar,Asia,3,2,3,0,0
March 2020,Reunion,Africa,0,,0,0,
March 2020,Romania,Europe,3,0,2,0,0
March 2020,Russia,Europe,2,0,0,0,0
March 2020,Rwanda,Africa,0,,0,0,
March 2020,Saint Barthelemy,North America,1,,1,0,
March 2020,Saint Helena,Africa,0,,0,,
March 2020,Saint Kitts And Nevis,North America,0,,0,0,
March 2020,Saint Lucia,North America,0,,0,0,
March 2020,Saint Martin,North America,2,,2,0,
March 2020,Saint Pierre And Miquelon,North America,0,,0,,
March 2020,Saint Vincent And The Grenadines,North America,0,,0,0,
March 2020,Samoa,Australia/Oceania,0,,0,,
March 2020,San Marino,Europe,9,8,8,1,1
March 2020,Sao Tome And Principe,Africa,0,,0,0,
March 2020,Saudi Arabia,Asia,0,,0,0,
March 2020,Senegal,Africa,0,,0,0,
March 2020,Serbia,Europe,0,,0,0,
